01| |908977|PZ|31,330000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |908978|PZ|30,910000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |91001/5|PZ|5,200000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |915000401|PZ|159,000000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |9363142001|PZ|200,920000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |9389111001|PZ|133,940000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |9411350001|PZ|23,170000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |9411550015|PZ|22,840000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |9444164001|PZ|35,440000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
01| |9444164002|PZ|22,380000| |,00|,00|,00|,00|,00|20000101|20291231| ;;;;
;;;;
